image_name,model_name,primary_category,sub_category,main_color,secondary_colors,pattern,sleeve_length,neckline,fit,material_guess,suitable_seasons,style_tags,occasion_tags,raw_json_output
cottonT002.jpg,llama3.1:8b,上衣,,黃色,,素色,短袖,圓領,常規,輕質布料,夏季,"日常休閒, 商務休閒","上班通勤, 戶外運動","{
  ""primary_category"": ""上衣"",
  ""sub_category"": """",
  ""main_color"": ""黃色"",
  ""secondary_colors"": [],
  ""pattern"": ""素色"",
  ""sleeve_length"": ""短袖"",
  ""neckline"": ""圓領"",
  ""fit"": ""常規"",
  ""material_guess"": ""輕質布料"",
  ""suitable_seasons"": [""夏季""],
  ""style_tags"": [""日常休閒"", ""商務休閒""],
  ""occasion_tags"": [""上班通勤"", ""戶外運動""]
}"
cottonT002.jpg,gemma3:12b,上衣,T恤,黃色,,素色,短袖,圓領,常規,輕薄面料,"春季, 夏季","日常休閒, 簡約","居家, 旅行度假","{""primary_category"": ""上衣"", ""sub_category"": ""T恤"", ""main_color"": ""黃色"", ""secondary_colors"": [], ""pattern"": ""素色"", ""sleeve_length"": ""短袖"", ""neckline"": ""圓領"", ""fit"": ""常規"", ""material_guess"": ""輕薄面料"", ""suitable_seasons"": [""春季"", ""夏季""], ""style_tags"": [""日常休閒"", ""簡約""], ""occasion_tags"": [""居家"", ""旅行度假""]}"
shirt005.jpg,llama3.1:8b,上衣,button-up shirt,blue,white,格紋,長袖,圓領,常規,不適用,"春季, 秋季","日常休閒, 商務休閒","上班通勤, 約會","{
  ""primary_category"": ""上衣"",
  ""sub_category"": ""button-up shirt"",
  ""main_color"": ""blue"",
  ""secondary_colors"": [""white""],
  ""pattern"": ""格紋"",
  ""sleeve_length"": ""長袖"",
  ""neckline"": ""圓領"",
  ""fit"": ""常規"",
  ""material_guess"": ""不適用"",
  ""suitable_seasons"": [""春季"", ""秋季""],
  ""style_tags"": [""日常休閒"", ""商務休閒""],
  ""occasion_tags"": [""上班通勤"", ""約會""]
}"
shirt005.jpg,gemma3:12b,上衣,不適用,blue,white,格紋,長袖,不適用,常規,不適用,"春季, 秋季","日常休閒, 商務休閒","上班通勤, 約會","{""primary_category"": ""上衣"", ""sub_category"": ""不適用"", ""main_color"": ""blue"", ""secondary_colors"": [""white""], ""pattern"": ""格紋"", ""sleeve_length"": ""長袖"", ""neckline"": ""不適用"", ""fit"": ""常規"", ""material_guess"": ""不適用"", ""suitable_seasons"": [""春季"", ""秋季""], ""style_tags"": [""日常休閒"", ""商務休閒""], ""occasion_tags"": [""上班通勤"", ""約會""]}"
cottonT009.jpg,llama3.1:8b,上衣,T-shirt,橙色,"白色, 藍色",條紋,短袖,圓領,常規,棉質,夏季,"日常休閒, 簡約",上班通勤,"{
  ""primary_category"": ""上衣"",
  ""sub_category"": ""T-shirt"",
  ""main_color"": ""橙色"",
  ""secondary_colors"": [""白色"", ""藍色""],
  ""pattern"": ""條紋"",
  ""sleeve_length"": ""短袖"",
  ""neckline"": ""圓領"",
  ""fit"": ""常規"",
  ""material_guess"": ""棉質"",
  ""suitable_seasons"": [""夏季""],
  ""style_tags"": [""日常休閒"", ""簡約""],
  ""occasion_tags"": [""上班通勤""]
}"
cottonT009.jpg,gemma3:12b,上衣,T-shirt,orange,"white, blue",條紋,短袖,圓領,常規,cotton,"春季, 夏季","日常休閒, 簡約","居家, 旅行度假","{""primary_category"": ""上衣"", ""sub_category"": ""T-shirt"", ""main_color"": ""orange"", ""secondary_colors"": [""white"", ""blue""], ""pattern"": ""條紋"", ""sleeve_length"": ""短袖"", ""neckline"": ""圓領"", ""fit"": ""常規"", ""material_guess"": ""cotton"", ""suitable_seasons"": [""春季"", ""夏季""], ""style_tags"": [""日常休閒"", ""簡約""], ""occasion_tags"": [""居家"", ""旅行度假""]}"
cottonT001.jpg,llama3.1:8b,上衣,,白色,,素色,短袖,圓領,常規,輕質布料,"春季, 夏季",日常休閒,上班通勤,"{
  ""primary_category"": ""上衣"",
  ""sub_category"": """",
  ""main_color"": ""白色"",
  ""secondary_colors"": [],
  ""pattern"": ""素色"",
  ""sleeve_length"": ""短袖"",
  ""neckline"": ""圓領"",
  ""fit"": ""常規"",
  ""material_guess"": ""輕質布料"",
  ""suitable_seasons"": [""春季"", ""夏季""],
  ""style_tags"": [""日常休閒""],
  ""occasion_tags"": [""上班通勤""]
}"
cottonT001.jpg,gemma3:12b,上衣,T恤,白色,,素色,短袖,圓領,常規,棉,"春季, 夏季, 秋季","日常休閒, 簡約","上班通勤, 居家","{""primary_category"": ""上衣"", ""sub_category"": ""T恤"", ""main_color"": ""白色"", ""secondary_colors"": [], ""pattern"": ""素色"", ""sleeve_length"": ""短袖"", ""neckline"": ""圓領"", ""fit"": ""常規"", ""material_guess"": ""棉"", ""suitable_seasons"": [""春季"", ""夏季"", ""秋季""], ""style_tags"": [""日常休閒"", ""簡約""], ""occasion_tags"": [""上班通勤"", ""居家""]}"
jeans004.jpg,llama3.1:8b,下著,,blue,black,素色,不適用,不適用,合身,denim,"春季, 夏季, 秋季",日常休閒,上班通勤,"{
  ""primary_category"": ""下著"",
  ""sub_category"": """",
  ""main_color"": ""blue"",
  ""secondary_colors"": [""black""],
  ""pattern"": ""素色"",
  ""sleeve_length"": ""不適用"",
  ""neckline"": ""不適用"",
  ""fit"": ""合身"",
  ""material_guess"": ""denim"",
  ""suitable_seasons"": [""春季"", ""夏季"", ""秋季""],
  ""style_tags"": [""日常休閒""],
  ""occasion_tags"": [""上班通勤""]
}"
jeans004.jpg,gemma3:12b,下著,牛仔褲,藍色,淺藍色,素色,不適用,不適用,合身,牛仔布,"春季, 秋季, 冬季","日常休閒, 簡約","上班通勤, 旅行度假","{""primary_category"": ""下著"", ""sub_category"": ""牛仔褲"", ""main_color"": ""藍色"", ""secondary_colors"": [""淺藍色""], ""pattern"": ""素色"", ""sleeve_length"": ""不適用"", ""neckline"": ""不適用"", ""fit"": ""合身"", ""material_guess"": ""牛仔布"", ""suitable_seasons"": [""春季"", ""秋季"", ""冬季""], ""style_tags"": [""日常休閒"", ""簡約""], ""occasion_tags"": [""上班通勤"", ""旅行度假""]}"
cottonhat002.jpg,llama3.1:8b,,,gray,,素色,不適用,連帽,常規,cotton or cotton blend,"春季, 夏季","日常休閒, 街頭潮流",上班通勤,"{
  ""primary_category"": """",
  ""sub_category"": """",
  ""main_color"": ""gray"",
  ""secondary_colors"": [],
  ""pattern"": ""素色"",
  ""sleeve_length"": ""不適用"",
  ""neckline"": ""連帽"",
  ""fit"": ""常規"",
  ""material_guess"": ""cotton or cotton blend"",
  ""suitable_seasons"": [""春季"", ""夏季""],
  ""style_tags"": [""日常休閒"", ""街頭潮流""],
  ""occasion_tags"": [""上班通勤""]
}"
cottonhat002.jpg,gemma3:12b,上衣,外套,gray,,素色,長袖,連帽,寬鬆,cotton blend,"春季, 秋季, 冬季","日常休閒, 街頭潮流, 簡約","居家, 旅行度假","{""primary_category"": ""上衣"", ""sub_category"": ""外套"", ""main_color"": ""gray"", ""secondary_colors"": [], ""pattern"": ""素色"", ""sleeve_length"": ""長袖"", ""neckline"": ""連帽"", ""fit"": ""寬鬆"", ""material_guess"": ""cotton blend"", ""suitable_seasons"": [""春季"", ""秋季"", ""冬季""], ""style_tags"": [""日常休閒"", ""街頭潮流"", ""簡約""], ""occasion_tags"": [""居家"", ""旅行度假""]}"
cottonT005.jpg,llama3.1:8b,,,白,藍,條紋,短袖,不適用,常規,,夏季,"日常休閒, 商務休閒",上班通勤,"{
  ""primary_category"": """",
  ""sub_category"": """",
  ""main_color"": ""白"",
  ""secondary_colors"": [""藍""],
  ""pattern"": ""條紋"",
  ""sleeve_length"": ""短袖"",
  ""neckline"": ""不適用"",
  ""fit"": ""常規"",
  ""material_guess"": """",
  ""suitable_seasons"": [""夏季""],
  ""style_tags"": [""日常休閒"", ""商務休閒""],
  ""occasion_tags"": [""上班通勤""]
}"
cottonT005.jpg,gemma3:12b,上衣,T-shirt,white,blue,條紋,短袖,圓領,常規,不適用,"春季, 夏季, 秋季","日常休閒, 簡約","上班通勤, 居家","{""primary_category"": ""上衣"", ""sub_category"": ""T-shirt"", ""main_color"": ""white"", ""secondary_colors"": [""blue""], ""pattern"": ""條紋"", ""sleeve_length"": ""短袖"", ""neckline"": ""圓領"", ""fit"": ""常規"", ""material_guess"": ""不適用"", ""suitable_seasons"": [""春季"", ""夏季"", ""秋季""], ""style_tags"": [""日常休閒"", ""簡約""], ""occasion_tags"": [""上班通勤"", ""居家""]}"
shorts002.jpg,llama3.1:8b,下著,,藍色,灰色,素色,不適用,不適用,常規,伸縮布,夏季,"日常休閒, 運動機能",戶外運動,"{
  ""primary_category"": ""下著"",
  ""sub_category"": """",
  ""main_color"": ""藍色"",
  ""secondary_colors"": [""灰色""],
  ""pattern"": ""素色"",
  ""sleeve_length"": ""不適用"",
  ""neckline"": ""不適用"",
  ""fit"": ""常規"",
  ""material_guess"": ""伸縮布"",
  ""suitable_seasons"": [""夏季""],
  ""style_tags"": [""日常休閒"", ""運動機能""],
  ""occasion_tags"": [""戶外運動""]
}"
shorts002.jpg,gemma3:12b,下著,短褲,藍色,,素色,不適用,不適用,常規,牛仔布,"春季, 夏季, 秋季","日常休閒, 運動機能","戶外運動, 旅行度假","{""primary_category"": ""下著"", ""sub_category"": ""短褲"", ""main_color"": ""藍色"", ""secondary_colors"": [], ""pattern"": ""素色"", ""sleeve_length"": ""不適用"", ""neckline"": ""不適用"", ""fit"": ""常規"", ""material_guess"": ""牛仔布"", ""suitable_seasons"": [""春季"", ""夏季"", ""秋季""], ""style_tags"": [""日常休閒"", ""運動機能""], ""occasion_tags"": [""戶外運動"", ""旅行度假""]}"
shirt003.jpg,llama3.1:8b,上衣,button-up shirt,blue,white,格紋,長袖,圓領,常規,不適用,"春季, 秋季","日常休閒, 商務休閒","上班通勤, 約會","{
  ""primary_category"": ""上衣"",
  ""sub_category"": ""button-up shirt"",
  ""main_color"": ""blue"",
  ""secondary_colors"": [""white""],
  ""pattern"": ""格紋"",
  ""sleeve_length"": ""長袖"",
  ""neckline"": ""圓領"",
  ""fit"": ""常規"",
  ""material_guess"": ""不適用"",
  ""suitable_seasons"": [""春季"", ""秋季""],
  ""style_tags"": [""日常休閒"", ""商務休閒""],
  ""occasion_tags"": [""上班通勤"", ""約會""]
}"
shirt003.jpg,gemma3:12b,上衣,不適用,blue,white,格紋,長袖,不適用,常規,不適用,"春季, 秋季","日常休閒, 商務休閒","上班通勤, 約會","{""primary_category"": ""上衣"", ""sub_category"": ""不適用"", ""main_color"": ""blue"", ""secondary_colors"": [""white""], ""pattern"": ""格紋"", ""sleeve_length"": ""長袖"", ""neckline"": ""不適用"", ""fit"": ""常規"", ""material_guess"": ""不適用"", ""suitable_seasons"": [""春季"", ""秋季""], ""style_tags"": [""日常休閒"", ""商務休閒""], ""occasion_tags"": [""上班通勤"", ""約會""]}"
jeans005.jpg,llama3.1:8b,下著,bottoms,deep blue,"slightly lighter shade on the inner thigh area, the pockets",素色,不適用,不適用,常規,denim fabric,"春季, 夏季, 秋季",日常休閒,上班通勤,"{
  ""primary_category"": ""下著"",
  ""sub_category"": ""bottoms"",
  ""main_color"": ""deep blue"",
  ""secondary_colors"": [""slightly lighter shade on the inner thigh area"", ""the pockets""],
  ""pattern"": ""素色"",
  ""sleeve_length"": ""不適用"",
  ""neckline"": ""不適用"",
  ""fit"": ""常規"",
  ""material_guess"": ""denim fabric"",
  ""suitable_seasons"": [""春季"", ""夏季"", ""秋季""],
  ""style_tags"": [""日常休閒""],
  ""occasion_tags"": [""上班通勤""]
}"
jeans005.jpg,gemma3:12b,下著,pants,深藍色,淺藍色,素色,不適用,不適用,常規,牛仔布,"春季, 秋季","日常休閒, 簡約","上班通勤, 居家","{""primary_category"": ""下著"", ""sub_category"": ""pants"", ""main_color"": ""深藍色"", ""secondary_colors"": [""淺藍色""], ""pattern"": ""素色"", ""sleeve_length"": ""不適用"", ""neckline"": ""不適用"", ""fit"": ""常規"", ""material_guess"": ""牛仔布"", ""suitable_seasons"": [""春季"", ""秋季""], ""style_tags"": [""日常休閒"", ""簡約""], ""occasion_tags"": [""上班通勤"", ""居家""]}"
cottonhat001.jpg,llama3.1:8b,上衣,,灰色,黑色,素色,長袖,連帽,寬鬆,棉質,"秋季, 冬季","日常休閒, 運動機能",戶外運動,"{
  ""primary_category"": ""上衣"",
  ""sub_category"": """",
  ""main_color"": ""灰色"",
  ""secondary_colors"": [""黑色""],
  ""pattern"": ""素色"",
  ""sleeve_length"": ""長袖"",
  ""neckline"": ""連帽"",
  ""fit"": ""寬鬆"",
  ""material_guess"": ""棉質"",
  ""suitable_seasons"": [""秋季"", ""冬季""],
  ""style_tags"": [""日常休閒"", ""運動機能""],
  ""occasion_tags"": [""戶外運動""]
}"
cottonhat001.jpg,gemma3:12b,上衣,外套,灰色,深灰色,素色,長袖,連帽,寬鬆,不適用,"春季, 秋季, 冬季","日常休閒, 運動機能, 簡約","戶外運動, 居家","{""primary_category"": ""上衣"", ""sub_category"": ""外套"", ""main_color"": ""灰色"", ""secondary_colors"": [""深灰色""], ""pattern"": ""素色"", ""sleeve_length"": ""長袖"", ""neckline"": ""連帽"", ""fit"": ""寬鬆"", ""material_guess"": ""不適用"", ""suitable_seasons"": [""春季"", ""秋季"", ""冬季""], ""style_tags"": [""日常休閒"", ""運動機能"", ""簡約""], ""occasion_tags"": [""戶外運動"", ""居家""]}"
shorts001.jpg,llama3.1:8b,下著,,藍色,,素色,短袖,不適用,常規,輕質布料,夏季,"日常休閒, 簡約",戶外運動,"{
  ""primary_category"": ""下著"",
  ""sub_category"": """",
  ""main_color"": ""藍色"",
  ""secondary_colors"": [],
  ""pattern"": ""素色"",
  ""sleeve_length"": ""短袖"",
  ""neckline"": ""不適用"",
  ""fit"": ""常規"",
  ""material_guess"": ""輕質布料"",
  ""suitable_seasons"": [""夏季""],
  ""style_tags"": [""日常休閒"", ""簡約""],
  ""occasion_tags"": [""戶外運動""]
}"
shorts001.jpg,gemma3:12b,下著,短褲,藍色,,素色,不適用,不適用,常規,牛仔布,"春季, 夏季, 秋季","日常休閒, 簡約","戶外運動, 旅行度假, 居家","{""primary_category"": ""下著"", ""sub_category"": ""短褲"", ""main_color"": ""藍色"", ""secondary_colors"": [], ""pattern"": ""素色"", ""sleeve_length"": ""不適用"", ""neckline"": ""不適用"", ""fit"": ""常規"", ""material_guess"": ""牛仔布"", ""suitable_seasons"": [""春季"", ""夏季"", ""秋季""], ""style_tags"": [""日常休閒"", ""簡約""], ""occasion_tags"": [""戶外運動"", ""旅行度假"", ""居家""]}"
shirt006.jpg,llama3.1:8b,上衣,,navy blue,,素色,短袖,圓領,常規,cotton or cotton blend,"春季, 夏季","日常休閒, 商務休閒","上班通勤, 約會","{
  ""primary_category"": ""上衣"",
  ""sub_category"": """",
  ""main_color"": ""navy blue"",
  ""secondary_colors"": [],
  ""pattern"": ""素色"",
  ""sleeve_length"": ""短袖"",
  ""neckline"": ""圓領"",
  ""fit"": ""常規"",
  ""material_guess"": ""cotton or cotton blend"",
  ""suitable_seasons"": [""春季"", ""夏季""],
  ""style_tags"": [""日常休閒"", ""商務休閒""],
  ""occasion_tags"": [""上班通勤"", ""約會""]
}"
shirt006.jpg,gemma3:12b,上衣,不適用,navy blue,,素色,短袖,不適用,常規,cotton blend,"春季, 夏季, 秋季","日常休閒, 簡約","上班通勤, 約會, 居家","{""primary_category"": ""上衣"", ""sub_category"": ""不適用"", ""main_color"": ""navy blue"", ""secondary_colors"": [], ""pattern"": ""素色"", ""sleeve_length"": ""短袖"", ""neckline"": ""不適用"", ""fit"": ""常規"", ""material_guess"": ""cotton blend"", ""suitable_seasons"": [""春季"", ""夏季"", ""秋季""], ""style_tags"": [""日常休閒"", ""簡約""], ""occasion_tags"": [""上班通勤"", ""約會"", ""居家""]}"
pants007.jpg,llama3.1:8b,下著,,beige,,素色,不適用,不適用,合身,cotton or cotton blend,"春季, 夏季",日常休閒,上班通勤,"{
  ""primary_category"": ""下著"",
  ""sub_category"": """",
  ""main_color"": ""beige"",
  ""secondary_colors"": [],
  ""pattern"": ""素色"",
  ""sleeve_length"": ""不適用"",
  ""neckline"": ""不適用"",
  ""fit"": ""合身"",
  ""material_guess"": ""cotton or cotton blend"",
  ""suitable_seasons"": [""春季"", ""夏季""],
  ""style_tags"": [""日常休閒""],
  ""occasion_tags"": [""上班通勤""]
}"
pants007.jpg,gemma3:12b,下著,長褲,米色,,素色,不適用,不適用,常規,棉,"春季, 秋季, 夏季",簡約,"上班通勤, 居家","{""primary_category"": ""下著"", ""sub_category"": ""長褲"", ""main_color"": ""米色"", ""secondary_colors"": [], ""pattern"": ""素色"", ""sleeve_length"": ""不適用"", ""neckline"": ""不適用"", ""fit"": ""常規"", ""material_guess"": ""棉"", ""suitable_seasons"": [""春季"", ""秋季"", ""夏季""], ""style_tags"": [""簡約""], ""occasion_tags"": [""上班通勤"", ""居家""]}"
POLO006.jpg,llama3.1:8b,上衣,,heather gray,"yellow, white",波點,短袖,Polo領,常規,不適用,"春季, 夏季","日常休閒, 商務休閒","上班通勤, 約會","{
  ""primary_category"": ""上衣"",
  ""sub_category"": """",
  ""main_color"": ""heather gray"",
  ""secondary_colors"": [""yellow"", ""white""],
  ""pattern"": ""波點"",
  ""sleeve_length"": ""短袖"",
  ""neckline"": ""Polo領"",
  ""fit"": ""常規"",
  ""material_guess"": ""不適用"",
  ""suitable_seasons"": [""春季"", ""夏季""],
  ""style_tags"": [""日常休閒"", ""商務休閒""],
  ""occasion_tags"": [""上班通勤"", ""約會""]
}"
POLO006.jpg,gemma3:12b,上衣,Polo領,灰色,"黃色, 白色",素色,短袖,Polo領,常規,不適用,"春季, 夏季, 秋季","日常休閒, 簡約","上班通勤, 約會, 旅行度假","{""primary_category"": ""上衣"", ""sub_category"": ""Polo領"", ""main_color"": ""灰色"", ""secondary_colors"": [""黃色"", ""白色""], ""pattern"": ""素色"", ""sleeve_length"": ""短袖"", ""neckline"": ""Polo領"", ""fit"": ""常規"", ""material_guess"": ""不適用"", ""suitable_seasons"": [""春季"", ""夏季"", ""秋季""], ""style_tags"": [""日常休閒"", ""簡約""], ""occasion_tags"": [""上班通勤"", ""約會"", ""旅行度假""]}"
